,,,,Command Area,,Non command Area,,Poor quality area,,
,,,,Residential,,Residential,,Residential,,
Sr.no,Watershed code,GW watershed name,village name,DWDW/HP,DW PWS,DWDW/HP,DW PWS,DWDW/HP,DW PWS,Total
854,04_E_34_56-005,EG-G-LGD- Mamidikuduru,Gogannamatam,84,1,,,,,85
855,04_E_34_59-002,EG_G_LGD_ Sakhinetipalli,Antervedi,19,1,0,0,,,20
856,04_E_34_59-002,EG_G_LGD_ Sakhinetipalli,Gudimoolalanka,0,,0,0,,,0
857,04_E_34_59-002,EG_G_LGD_ Sakhinetipalli,Rameswaram,0,,0,0,,,0
858,04_E_34_59-002,EG_G_LGD_ Sakhinetipalli,Sakhinretipalli,3,,0,0,,,3
859,04_E_34_59-002,EG_G_LGD_ Sakhinetipalli,Antervedipalem,19,1,0,0,,,20
860,04_E_34_59-002,EG_G_LGD_ Sakhinetipalli,Kesavadasupalem,43,1,0,0,,,44
861,04_E_34_59-002,EG_G_LGD_ Sakhinetipalli,Mori,3,,0,0,,,3
862,04_E_34_59-002,EG_G_LGD_ Sakhinetipalli,Appanaramunilanka,11,,0,0,,,11
863,04_E_34_37-006,EG_G_LGD_ Tallarevu,Chollangi,0,0,,,,,0
864,04_E_34_37-006,EG_G_LGD_ Tallarevu,Chollangipeta,0,0,,,,,0
865,04_E_34_37-006,EG_G_LGD_ Tallarevu,G.Vemavaram,0,0,,,,,0
866,04_E_34_37-006,EG_G_LGD_ Tallarevu,Patavala,2,0,,,,,2
867,04_E_34_37-006,EG_G_LGD_ Tallarevu,Koringa,0,2,,,,,2
868,04_E_34_37-006,EG_G_LGD_ Tallarevu,Polekurru,6,0,,,,,6
869,04_E_34_37-006,EG_G_LGD_ Tallarevu,P.Mallavaram,5,2,,,,,7
870,04_E_34_37-006,EG_G_LGD_ Tallarevu,Lachipalem,0,0,,,,,0
871,04_E_34_37-006,EG_G_LGD_ Tallarevu,Uppangala,0,1,,,,,1
872,04_E_34_37-006,EG_G_LGD_ Tallarevu,Neelapalli,10,2,,,,,12
873,04_E_34_37-006,EG_G_LGD_ Tallarevu,Sunkarapalem,9,2,,,,,11
874,04_E_34_37-006,EG_G_LGD_ Tallarevu,Injaram,2,1,,,,,3
875,04_E_34_37-006,EG_G_LGD_ Tallarevu,Pillanka,0,0,,,,,0
876,04_E_34_53-009,EG_G_LGD_ Upplguptam,N.kottapalli,6,2,0,0,,,8
877,04_E_34_53-009,EG_G_LGD_ Upplguptam,S.Yanam,3,1,0,0,,,4
878,04_E_34_53-009,EG_G_LGD_ Upplguptam,Challapalli,10,1,0,0,,,11
879,04_E_34_53-009,EG_G_LGD_ Upplguptam,Gopavaram,14,1,0,0,,,15
880,04_E_34_53-009,EG_G_LGD_ Upplguptam,Kunavaram,3,,0,0,,,3
881,04_E_34_53-009,EG_G_LGD_ Upplguptam,Uppalaguptam,22,,0,0,,,22
882,04_E_34_53-009,EG_G_LGD_ Upplguptam,Munipalli,9,,0,0,,,9
883,04_E_34_53-009,EG_G_LGD_ Upplguptam,Pedagadavilli,7,,0,0,,,7
884,04_E_34_53-009,EG_G_LGD_ Upplguptam,Chinagadavilli,6,,0,0,,,6
885,04_E_34_53-009,EG_G_LGD_ Upplguptam,Sannavilli,6,,0,0,,,6
886,04_E_34_53-009,EG_G_LGD_ Upplguptam,Gollavilli,18,,0,0,,,18
887,04_E_34_53-009,EG_G_LGD_ Upplguptam,Bhimanapalli,55,1,0,0,,,56
888,04_E_34_53-009,EG_G_LGD_ Upplguptam,Nangavaram,29,1,0,0,,,30
889,04_E_34_53-009,EG_G_LGD_ Upplguptam,Vilasavilli,65,,0,0,,,65
890,04_E_34_58-004,EG_G_LGD_Malkipurm,Mattaparru,24,0,,,,,24
891,04_E_34_58-004,EG_G_LGD_Malkipurm,Gudimellanka,44,0,,,,,44
892,04_E_34_58-004,EG_G_LGD_Malkipurm,Ramarajulanka,27,0,,,,,27
893,04_E_34_58-004,EG_G_LGD_Malkipurm,Malikipuram,36,0,,,,,36
894,04_E_34_58-004,EG_G_LGD_Malkipurm,Viseswarayapuram,14,0,,,,,14
895,04_E_34_58-004,EG_G_LGD_Malkipurm,Lakkavaram,24,0,,,,,24
896,04_E_34_58-004,EG_G_LGD_Malkipurm,Irusumanda,8,0,,,,,8
897,04_E_34_58-004,EG_G_LGD_Malkipurm,Gudapalli,69,0,,,,,69
898,04_E_34_58-004,EG_G_LGD_Malkipurm,Kesanapalli,42,0,,,,,42
899,04_E_34_58-004,EG_G_LGD_Malkipurm,Sankaraguptam,56,0,,,,,56
900,04_E_34_58-004,EG_G_LGD_Malkipurm,Kattimanda,14,0,,,,,14
901,04_E_31-1,EG-G-BkNe-Gangavaram,Pothandorapalem,,,,,,,0
902,04_E_31-1,EG-G-BkNe-Gangavaram,Komaravaram,,,1,,,,1
903,04_E_31-1,EG-G-BkNe-Gangavaram,Yendapalli,,,1,,,,1
904,04_E_31-1,EG-G-BkNe-Gangavaram,Kusumarai,,,1,1,,,2
905,04_E_31-1,EG-G-BkNe-Gangavaram,Gangavaram,,,,4,,,4
906,04_E_31-1,EG-G-BkNe-Gangavaram,Lakkonda,,,6,,,,6
907,04_E_31-1,EG-G-BkNe-Gangavaram,Goragommi,,,1,1,,,2
908,04_E_31-1,EG-G-BkNe-Gangavaram,Vemulova,,,,1,,,1
909,04_E_31-1,EG-G-BkNe-Gangavaram,Pedagarlapadu,,,,1,,,1
910,04_E_31-1,EG-G-BkNe-Gangavaram,Doramamidi,,,,,,,0
911,04_E_31-1,EG-G-BkNe-Gangavaram,Amudalabonda,,,,,,,0
912,04_E_31-1,EG-G-BkNe-Gangavaram,Yerrampalem,,,1,,,,1
913,04_E_31-1,EG-G-BkNe-Gangavaram,Chinagarlapadu,,,3,,,,3
914,04_E_31-1,EG-G-BkNe-Gangavaram,Pidatamamidi,,,1,1,,,2
915,04_E_31-1,EG-G-BkNe-Gangavaram,Nellipudi,,,1,1,,,2
916,04_E_31-1,EG-G-BkNe-Gangavaram,Donalapalli,,,,,,,0
917,04_E_31-1,EG-G-BkNe-Gangavaram,Ojubanda,,,1,1,,,2
918,04_E_31-1,EG-G-BkNe-Gangavaram,Jaggampalem,,,1,1,,,2
919,04_E_31-1,EG-G-BkNe-Gangavaram,Bayyanapalli,,,,,,,0
920,04_E_31-1,EG-G-BkNe-Gangavaram,Pandrapottipalem,,,,,,,0
921,04_E_31-1,EG-G-BkNe-Gangavaram,Rajampela,,,15,,,,15
922,04_E_31-1,EG-G-BkNe-Gangavaram,Vuyyalamadugu,,,1,,,,1
923,04_E_31-1,EG-G-BkNe-Gangavaram,Kothada,,,7,,,,7
924,04_E_31-1,EG-G-BkNe-Gangavaram,Surampalem,,,1,1,,,2
925,04_E_31-1,EG-G-BkNe-Gangavaram,Kamavarappadu,,,,1,,,1
926,04_E_31-1,EG-G-BkNe-Gangavaram,Kondalampalem,,,,,,,0
927,04_E_31-1,EG-G-BkNe-Gangavaram,Jiyyampalem,,,,1,,,1
928,04_E_31-1,EG-G-BkNe-Gangavaram,Rajavaram,,,,1,,,1
929,04_E_31-1,EG-G-BkNe-Gangavaram,Neladonelapadu,,,,,,,0
930,04_E_31-1,EG-G-BkNe-Gangavaram,Rajupetaloddi,,,,,,,0
931,04_E_31-1,EG-G-BkNe-Gangavaram,Yamanapalli,,,,,,,0
932,04_E_31-1,EG-G-BkNe-Gangavaram,Patharamavaram,,,,2,,,2
933,04_E_31-1,EG-G-BkNe-Gangavaram,Kotharamavaram,,,,,,,0
934,04_E_31-1,EG-G-BkNe-Gangavaram,Chodavaram,,,,,,,0
935,04_E_31-1,EG-G-BkNe-Gangavaram,Ummetta,,,,,,,0
936,04_E_31-1,EG-G-BkNe-Gangavaram,Loddipalem,,,,,,,0
937,04_E_31-1,EG-G-BkNe-Gangavaram,FOREST,,,,,,,0
938,04_E_31-38,EG-G-BkNe-Gangavaram,Mallisala,,,4,3,,,7
939,04_E_31-39,EG-G-BkNe-Gangavaram,Kottapalli,,,26,5,,,31
940,04_E_31-40,EG-G-BkNe-Gangavaram,Sudikonda,,,14,1,,,15
941,04_E_31-41,EG-G-BkNe-Gangavaram,Sivaramapatnam,,,5,1,,,6
942,04_E_31-42,EG-G-BkNe-Gangavaram,Mallavaram,,,,2,,,2
943,04_E_31-43,EG-G-BkNe-Gangavaram,Takurupalem,,,,1,,,1
944,04_E_31-44,EG-G-BkNe-Gangavaram,Tirumalayapalem,,,,2,,,2
945,04_E_31-45,EG-G-BkNe-Gangavaram,R.Yerrampalem,,,,3,,,3
946,04_E_31-46,EG-G-BkNe-Gangavaram,Achyutapuram,,,,2,,,2
947,04_E_31-47,EG-G-BkNe-Gangavaram,Gummalladoddi,,,3,4,,,7
948,04_E_31-48,EG-G-BkNe-Gangavaram,Kanupuru,,,4,3,,,7
949,04_E_31-49,EG-G-BkNe-Gangavaram,Nallagonda,,,,1,,,1
950,04_E_31-50,EG-G-BkNe-Gangavaram,Jagametlapalem,,,,1,,,1
951,04_E_31-51,EG-G-BkNe-Gangavaram,B.Velamakota,,,,,,,0
952,04_E_31-52,EG-G-BkNe-Gangavaram,Utla,,,,,,,0
953,04_E_31-53,EG-G-BkNe-Gangavaram,B.Ramannapalem,,,,,,,0
954,04_E_31-54,EG-G-BkNe-Gangavaram,FOREST,,,,,,,0
955,04_E_28_01-030,EG-G-Pm- Kutravada,PAMULAMAMIDI,,,,,,,0
956,04_E_28_01-030,EG-G-Pm- Kutravada,BANDA,,,,,,,0
957,04_E_28_01-030,EG-G-Pm- Kutravada,SIRIPANLOVA,,,,,,,0
958,04_E_28_01-030,EG-G-Pm- Kutravada,CHAKKAVADA,,,,,,,0
959,04_E_28_01-030,EG-G-Pm- Kutravada,MUNTHAMAMIDI,,,,,,,0
960,04_E_28_01-030,EG-G-Pm- Kutravada,CHAVIDIKOTA,,,,,,,0
961,04_E_28_01-030,EG-G-Pm- Kutravada,BODLANKA,,,,,,,0
962,04_E_28_01-030,EG-G-Pm- Kutravada,GUMPENAGANDI,,,,,,,0
963,04_E_28_01-030,EG-G-Pm- Kutravada,GUNDRATHY,,,,,,,0
964,04_E_28_01-030,EG-G-Pm- Kutravada,PULLANGI,,,,,,,0
965,04_E_28_01-030,EG-G-Pm- Kutravada,PEDDAMARRI,,,,,,,0
966,04_E_28_01-030,EG-G-Pm- Kutravada,ADDARIVALASA,,,,,,,0
967,04_E_28_01-030,EG-G-Pm- Kutravada,EGAVALASA,,,,,,,0
968,04_E_28_01-030,EG-G-Pm- Kutravada,PUSIWADA,,,,,,,0
969,04_E_28_01-030,EG-G-Pm- Kutravada,MUCHILIVADA,,,,,,,0
970,04_E_28_01-030,EG-G-Pm- Kutravada,AKUMAMIDIKOTA,,,,,,,0
971,04_E_28_01-030,EG-G-Pm- Kutravada,VAKKULURU,,,,,,,0
972,04_E_28_01-030,EG-G-Pm- Kutravada,KATCHALAVADA,,,,,,,0
973,04_E_28_01-030,EG-G-Pm- Kutravada,POTLAVADA,,,,,,,0
974,04_E_28_01-030,EG-G-Pm- Kutravada,CHATLAVADA,,,,,,,0
975,04_E_28_01-030,EG-G-Pm- Kutravada,NUKALETIVADA,,,,,,,0
976,04_E_28_01-030,EG-G-Pm- Kutravada,ELIVADA,,,,,,,0
977,04_E_28_01-030,EG-G-Pm- Kutravada,BODULURU,,,,,,,0
978,04_E_28_01-030,EG-G-Pm- Kutravada,GONDIVADA,,,,,,,0
979,04_E_28_01-030,EG-G-Pm- Kutravada,PAMULERU,,,,,,,0
980,04_E_28_01-030,EG-G-Pm- Kutravada,GOGUVALASA,,,,,,,0
981,04_E_28_01-030,EG-G-Pm- Kutravada,KUTRAVADA,,,,,,,0
982,04_E_28_01-030,EG-G-Pm- Kutravada,KAKURU,,,,,,,0
983,04_E_28_01-030,EG-G-Pm- Kutravada,ARJUNALOVA,,,,,,,0
984,04_E_28_01-030,EG-G-Pm- Kutravada,BHIMAVARAM,,,,,,,0
985,04_E_28_01-030,EG-G-Pm- Kutravada,IVAMPALLE,,,,,,,0
986,04_E_28_01-030,EG-G-Pm- Kutravada,KONDAVADA,,,,,,,0
987,04_E_28_01-030,EG-G-Pm- Kutravada,VUTHALURU,,,,,,,0
988,04_E_28_01-030,EG-G-Pm- Kutravada,VALAMURU,,,,,,,0
989,04_E_28_01-030,EG-G-Pm- Kutravada,P.MADDULURU,,,,,,,0
990,04_E_28_01-030,EG-G-Pm- Kutravada,THURUMAMIDI,,,,,,,0
991,04_E_28_01-030,EG-G-Pm- Kutravada,KADUMURU,,,,,,,0
992,04_E_28_01-030,EG-G-Pm- Kutravada,GUJJUMAMIDIVALASA,,,,,,,0
993,04_E_28_01-030,EG-G-Pm- Kutravada,Forest,,,,,,,0
994,04_E_28_01-030,EG-G-Pm- Kutravada,POOLOVA,,,,,,,0
995,04_E_28_01-030,EG-G-Pm- Kutravada,LINGAVARAM,,,,,,,0
996,04_E_28_01-030,EG-G-Pm- Kutravada,BABBILOVA,,,,,,,0
997,04_E_28_01-030,EG-G-Pm- Kutravada,DARAGEDDA,,,,,,,0
998,04_E_28_01-030,EG-G-Pm- Kutravada,NEELAMPALEM,,,,,,,0
999,04_E_28_01-030,EG-G-Pm- Kutravada,JALAGALOVA,,,,,,,0
1000,04_E_28_01-030,EG-G-Pm- Kutravada,POLAMANUGONDI,,,,,,,0
1001,04_E_28_01-030,EG-G-Pm- Kutravada,KANIVADA,,,,,,,0
1002,04_E_28_01-030,EG-G-Pm- Kutravada,JAJIVALASA,,,,,,,0
1003,04_E_28_01-030,EG-G-Pm- Kutravada,BUSIKOTA,,,,,,,0
1004,04_E_28_01-030,EG-G-Pm- Kutravada,BURADAVALASA,,,,,,,0
1005,04_E_28_01-030,EG-G-Pm- Kutravada,KORAMATIGONDI,,,,,,,0
1006,04_E_28_01-030,EG-G-Pm- Kutravada,IRLAVADA,,,,,,,0
1007,04_E_28_01-030,EG-G-Pm- Kutravada,DUMPAVALASA,,,,,,,0
1008,04_E_28_01-030,EG-G-Pm- Kutravada,PERIKIVALASA,,,,,,,0
1009,04_E_28_01-030,EG-G-Pm- Kutravada,Forest,,,,,,,0
1010,04_E_27-5_01-001,EG-G-Sb- Gudisa,GUDISE,,,,,,,0
1011,04_E_27-4_01-041,EG-G-Sb- Ijjaluru,IJJALURU,,,,,,,0
1012,04_E_27-3_01-027,EG-G-Sb- Nelluru,NELLURU,,,,,,,0
1013,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Ganganuru,,,,,,,0
1014,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Thangedukota,,,,,,,0
1015,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Doragondi,,,,,,,0
1016,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Singanakota,,,,,,,0
1017,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Palagondi,,,,,,,0
1018,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Koppulakota,,,,,,,0
1019,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Kothapakalu,,,,,,,0
1020,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Pathakota,,,,,,,0
1021,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Karnikota,,,,,,,0
1022,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Pulimetla,,,,,,,0
1023,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Chananuru,,,,,,,0
1024,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Chilakaveedhilanka,,,,,,,0
1025,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Revadikota,,,,,,,0
1026,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Kadarikota,,,,,,,0
1027,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Allurigedda,,,,,,,0
1028,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Gurtedu,,,,,,,0
1029,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Veerampalem,,,,,,,0
1030,04_E_27-2_02-042,EG-G-Sb- Vattigedda,G.Vattigedda,,,,,,,0
1031,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Kothakota,,,,,,,0
1032,04_E_27-2_02-042,EG-G-Sb- Vattigedda,Edlakonda,,,,,,,0
1033,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,DARAVADA,,,,,,,0
1034,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,PEDDURU,,,,,,,0
1035,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,DORACHINTALAPALEM,,,,,,,0
1036,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,SRIPURAM,,,,,,,0
1037,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,NARSAPURAM,,,,,,,0
1038,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Forest,,,,,,,0
1039,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,KATHIRALLA,,,,,,,0
1040,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,PANCHADARALANKA,,,,,,,0
1041,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,PUTTAGANDI,,,,,,,0
1042,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,KUNKUMAMIDI,,,,,,,0
1043,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,RATSAVALASA,,,,,,,0
1044,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,DARAWADA,,,,,,,0
1045,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,DARALOVA,,,,,,,0
1046,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,GANNAVARAM,,,,,,,0
1047,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,NULAKAMAMIDI,,,,,,,0
1048,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,GORABANDA,,,,,,,0
1049,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,SESHARAI,,,,,,,0
1050,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,JANGALATHOTA,,,,,,,0
1051,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,BURADAKOTA,,,,,,,0
1052,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,JAJIGEDDA,,,,,,,0
1053,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,NELLIKOTA,,,,,,,0
1054,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,DADALIKAVADA,,,,,,,0
1055,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,SINGAVARAM,,,,,,,0
1056,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,CHAMAGADDA,,,,,,,0
1057,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,RAMULAKONDA,,,,,,,0
1058,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,DABBAMAMIDI,,,,,,,0
1059,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,BANDIGEDDA,,,,,,,0
1060,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,NAKKARATHIPALEM,,,,,,,0
1061,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Y. RAMAVARAM,,,,,,,0
1062,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,CHINTHAKARRAPALEM,,,,,,,0
1063,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,YARLAGADDA,,,,,,,0
1064,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,KOMARAVARAM,,,,,,,0
1065,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,PAIDIPUTTA,,,,,,,0
1066,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,PASARUGINNI,,,,,,,0
1067,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,P. YERRAGONDA,,,,,,,0
1068,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,VATTIGADDA,,,,,,,0
1069,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,THADIKOTA,,,,,,,0
1070,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,DONARAI,,,,,,,0
1071,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,RAVVAGADDA,,,,,,,0
1072,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,BHEEMUDUGADDA,,,,,,,0
1073,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,CHINTHALAPUDI,,,,,,,0
1074,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,BODDAGUNTA,,,,,,,0
1075,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,CHINTA KOYYA,,,,,,,0
1076,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,VEDULLAPALLI,,,,,,,0
1077,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,SIRIMETLA,,,,,,,0
1078,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,AMMAPETA,,,,,,,0
1079,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,ANNAMPALEM,,,,,,,0
1080,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,BONANGIPALEM,,,,,,,0
1081,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,MUNAGALAPUDI,,,,,,,0
1082,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,PULUSUMAMIDI,,,,,,,0
1083,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,VANAMAMIDIGONDI,,,,,,,0
1084,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,KOKITAGONDI,,,,,,,0
1085,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,RACHAPALEM,,,,,,,0
1086,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,KAPPALABANDA,,,,,,,0
1087,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,KANATALABANDA,,,,,,,0
1088,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,PANASALAPALEM,,,,,,,0
1089,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,BURUGUVADA,,,,,,,0
1090,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,MUVVALAVADA,,,,,,,0
1091,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,GOBBILAPANUKULU,,,,,,,0
1092,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,PUTIKUNTA,,,,,,,0
1093,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,TOTAKURAPALEM,,,,,,,0
1094,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,GUMMARAPALEM,,,,,,,0
1095,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,CHAVITIDIBBALU,,,,1,,,1
1096,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,DEVARAMADUGULA,,,,1,,,1
1097,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,GODUGURAYI,,,,,,,0
1098,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,DALIPADU,,,,,,,0
1099,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,PEDAVULEMPADU,,,,,,,0
1100,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,CHENDURTHI,,,,,,,0
1101,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,KOTA,,,,,,,0
1102,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,PUTTAPALLI,,,,,,,0
1103,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,BULLOJUPALEM,,,,,,,0
1104,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,KBCHIPPALAMAMIDI,,,,,,,0
1105,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,CHINAVULEMPADU,,,,,,,0
1106,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,REGADIPALEM,,,,,,,0
1107,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,TUMIKELAPADU,,,,,,,0
1108,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,NAKKALAPADU,,,,,,,0
1109,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,K. YERRAGONDA,,,,,,,0
1110,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,SIMHADRIPALEM,,,,,,,0
1111,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,NUVVUGANTIPALEM,,,,,,,0
1112,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,YERRAMREDDIPALEM,,,,,,,0
1113,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,MULASALAPALEM,,,,,,,0
1114,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,BODDAPALLI,,,,,,,0
1115,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,GANDEMPALLI,,,,,,,0
1116,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Forest,,,,,,,0
1117,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Chikkapugadda,,,,,,,0
1118,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Seetharampadu,,,,,,,0
1119,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Rollagedda,,,,,,,0
1120,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Dabbapalem,,,,,,,0
1121,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Chakirevulapalem,,,,,,,0
1122,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Makaram,,,,,,,0
1123,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Veeravaram,,,,,,,0
1124,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Peddavadisakarra,,,,,,,0
1125,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Penikelapadu,,,,,,,0
1126,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Vangalamadugu,,,,1,,,1
1127,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Chinnapadu,,,,,,,0
1128,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Chinavadisakarra,,,,,,,0
1129,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Choppanagadda,,,,,,,0
1130,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Rayapalli,,,,1,,,1
1131,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Vedullakonda,,,,,,,0
1132,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Annampalem,,,,,,,0
1133,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Vutlapalem,,,,,,,0
1134,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Anukulapalem,,,,1,,,1
1135,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Ravulapalem,,,,,,,0
1136,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Ravigudem,,,,,,,0
1137,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Settipalli,,,,,,,0
1138,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Chaparathipalem,,,,1,,,1
1139,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Jalluru,,,,1,,,1
1140,04_F_19-4_02-083,EG-MHG-Pd- Y.Ramavaram,Thungamadugula,,,,,,,0
